id,tagName,url,avatarUrl
35068,Java全栈技术分享社区,https://bbs.csdn.net/forums/DoubleYellow,"https://img-community.csdnimg.cn/avatar/fc77b250307d453b9bfb91e59ab4e05a.jpg?x-oss-process=image/resize,m_fixed,h_88,w_88"
